term_id,term_type,raw_label,canonical_label,normalization_status
TERM_6759994759b1,action.intervention,assay IMDA conversion,,unreviewed
TERM_40a17316f5bc,time.window,12 h / kinetic series,,unreviewed
TERM_11bc8c6fc088,assay.method,product analysis + kinetics,,unreviewed
TERM_c5191027fc56,state.culture_architecture,two-gene pathway reconstruction,,unreviewed
TERM_989b1a02607c,action.intervention,express Pc20g10860 ± Pc20g10870,,unreviewed
TERM_2ed3dd3c3b3d,assay.method,product isolation/NMR,,unreviewed
TERM_0ce2603e5202,state.culture_architecture,in-vitro 13C-labeled GGPP cyclization study,,unreviewed
TERM_ed9d92fea5ce,state.medium,defined substrate reaction,,unreviewed
TERM_46ea65282ecb,action.intervention,use 13C-labeled substrates,,unreviewed
TERM_1c55547031d3,state.developmental_state,purified/defined enzyme,,unreviewed
TERM_6a1b896f983d,observation.sample_matrix,reaction product,,unreviewed
TERM_e0953554aba5,assay.method,13C NMR + mechanistic analysis,,unreviewed
TERM_ccb3771e1415,state.culture_architecture,oxidation reconstruction,,unreviewed
TERM_3df46fc619d2,action.intervention,coexpress cyclase and P450,,unreviewed
TERM_fa1dac1661aa,assay.method,LC/NMR product analysis,,unreviewed
TERM_280e46fb49aa,state.culture_architecture,native comparative genetics/transcriptomics,,unreviewed
TERM_fbc04fb03a5c,state.medium,standard yeast culture; exact medium varies by assay,,unreviewed
TERM_0e828e52d894,action.intervention,spontaneous snf2 premature-stop mutation,,unreviewed
TERM_20b3d54f8464,state.developmental_state,vegetative yeast state,,unreviewed
TERM_1d332f8592e7,time.window,endpoint/transcriptomic comparison,,unreviewed
TERM_e3718008f23f,observation.sample_matrix,RNA + culture phenotype,,unreviewed
TERM_fb6762a1a276,assay.method,RNA-seq / transcript counts,,unreviewed
TERM_b298865e77f8,state.culture_architecture,native genetic complementation,,unreviewed
TERM_89099447fb95,action.intervention,restore wild-type SNF2,,unreviewed
TERM_9beeebd194af,state.developmental_state,complemented state,,unreviewed
TERM_0951d2b96b59,observation.sample_matrix,colony phenotype + antagonism assays,,unreviewed
TERM_1e72a13bc133,assay.method,pigmentation and competition/bioassays,,unreviewed
TERM_02b05c81e2f4,state.culture_architecture,native metabolomics,,unreviewed
TERM_da5b4ea4666f,action.intervention,compare genotype-dependent metabolite production,,unreviewed
TERM_4b14805e051c,state.developmental_state,WT / mutant / complemented,,unreviewed
TERM_dbbcbde48b71,assay.method,UPLC-HR-HESI-MS + labeling/feeding experiments,,unreviewed
TERM_c10cb0d20eec,state.culture_architecture,plate competition and fruit bioassays,,unreviewed
TERM_9e1ca5c5b7d1,state.medium,assay-specific,,unreviewed
TERM_6d1d55fc48ba,action.intervention,challenge plant-pathogenic fungi,,unreviewed
TERM_67007368b4a9,state.developmental_state,antagonistic biocontrol state,,unreviewed
TERM_b95452c81b41,observation.sample_matrix,fungal growth / fruit disease phenotype,,unreviewed
TERM_20fc8e4281f6,assay.method,competition and biocontrol assays,,unreviewed
TERM_5014625af725,state.culture_architecture,labeling and feeding analysis,,unreviewed
TERM_8e724564e320,state.medium,defined precursor-feeding context,,unreviewed
TERM_7f6b04e88309,action.intervention,stable-isotope/precursor feeding,,unreviewed
TERM_62a788164521,state.developmental_state,metabolic tracing state,,unreviewed
TERM_6eba7af09814,assay.method,UPLC-HR-HESI-MS,,unreviewed
TERM_b9fc75992753,state.culture_architecture,native deletion genetics under conidiation,,unreviewed
TERM_2bb83da95175,action.intervention,delete melA or tyrP,,unreviewed
TERM_f9594aec03aa,observation.sample_matrix,conidia/pigment,,unreviewed
TERM_3e201d58f42b,assay.method,pigmentation and chemical/functional phenotyping,,unreviewed
TERM_e744ad6d91d2,state.culture_architecture,heterologous/in-vitro reconstitution,,unreviewed
TERM_cdf6474f5146,state.medium,defined 4-HPPA reaction,,unreviewed
TERM_5a32e7ea813a,action.intervention,express/assay MelA,,unreviewed
TERM_9f71c55ac592,state.developmental_state,purified/engineered state,,unreviewed
TERM_f020fc715fb4,state.culture_architecture,in-vitro/heterologous pigment reconstitution,,unreviewed
TERM_c27c0afea1af,state.medium,defined aspulvinone E oxidation context,,unreviewed
TERM_f06e7abc0ab3,action.intervention,add TyrP to aspulvinone-E pathway,,unreviewed
TERM_294153b4ab42,observation.sample_matrix,reaction/pigment products,,unreviewed
TERM_88e09848c3ad,assay.method,chemical/pigment analysis,,unreviewed
TERM_dc822adcfd79,state.culture_architecture,UV survival assay,,unreviewed
TERM_780eb9058e81,action.intervention,UV exposure,,unreviewed
TERM_2ba1214907c6,assay.method,survival/stress phenotyping,,unreviewed
TERM_44d8ab90c9ca,state.culture_architecture,soil-amoeba interaction/phagocytosis assay,,unreviewed
TERM_db5d87c5d98d,action.intervention,amoebal challenge,,unreviewed
TERM_9a0e1aa05342,observation.sample_matrix,amoeba-conidia interactions,,unreviewed
TERM_3832aa4fd5fb,assay.method,phagocytosis/acidification phenotyping,,unreviewed
TERM_886a6d05e76c,action.intervention,delete ctdQ,,unreviewed
TERM_1035eb39f459,state.culture_architecture,native mutant fermentation,,unreviewed
TERM_7453f9ca0b7c,action.intervention,delete ctdU or ctdE,,unreviewed
TERM_80fe886d5fe4,assay.method,"LC-MS, NMR, ECD, X-ray",,unreviewed
TERM_b7378a9ea1c0,state.culture_architecture,defined biochemical assay,,unreviewed
TERM_98fbdac653ce,state.medium,Tris-HCl pH 7.6; substrate 2 or 3; NADH/NADPH; FAD,,unreviewed
TERM_8a35681b16ed,action.intervention,CtdE incubation,,unreviewed
TERM_263584b5079c,time.window,2 h example assay,,unreviewed
TERM_06055763db1d,assay.method,LC-MS/product isolation,,unreviewed
TERM_b2d7b8c4436f,state.culture_architecture,structural/mechanistic study,,unreviewed
TERM_14363bc9690d,state.medium,defined crystallization/assay conditions,,unreviewed
TERM_e1cfd3a85f12,action.intervention,substrate/cofactor complex crystallography + mutagenesis + MD/DFT,,unreviewed
TERM_cc2abe343e72,state.developmental_state,purified protein,,unreviewed
TERM_da3cab6b433c,observation.sample_matrix,protein crystals / modeled reaction,,unreviewed
TERM_cb4b8e35bf1b,assay.method,"X-ray crystallography, mutagenesis, computation",,unreviewed
TERM_7343b431da47,state.culture_architecture,native fungal culture / comparative metabolomics,,unreviewed
TERM_9dcad346df9a,action.intervention,culture and isolate secondary metabolites,,unreviewed
TERM_b251a14d930a,assay.method,"LC-MS, NMR, Mosher, ECD/computational structure analysis",,unreviewed
TERM_91749a79c8fc,state.culture_architecture,genome mining + expression comparison,,unreviewed
TERM_f7b9132f5855,action.intervention,identify candidate cls locus and correlate expression,,unreviewed
TERM_d7061c005c3e,time.window,comparative,,unreviewed
TERM_2e059af700c3,observation.sample_matrix,genome/transcript context,,unreviewed
TERM_92f658e6b885,assay.method,"antiSMASH, BLAST/domain analysis, gene expression",,unreviewed
TERM_948dd9490fcd,state.culture_architecture,conserved DDP core reconstruction,,unreviewed
TERM_941fbc115514,state.medium,fungal heterologous-expression medium,,unreviewed
TERM_1e7d07ec8671,action.intervention,express dpasA/C/D then add conserved B/E orthologues,,unreviewed
TERM_ab4e46788a1f,assay.method,HPLC + isolation + spectral analysis,,unreviewed
TERM_557947c206db,state.culture_architecture,Metarhizium branch reconstruction,,unreviewed
TERM_cbd19ab2d6e4,action.intervention,add dpmaF/SubF-class BBE oxidoreductase,,unreviewed
TERM_3a8fcaf9a33f,assay.method,HPLC + purification + spectral identification,,unreviewed
TERM_ebb12de8d5ed,state.culture_architecture,cell-growth bioactivity assay,,unreviewed
TERM_5be8a4a4def2,action.intervention,dose subglutinol A,,unreviewed
TERM_166a41da1326,state.developmental_state,cultured cells,,unreviewed
TERM_068af85fcf1a,observation.sample_matrix,cells,,unreviewed
TERM_402af4cc0aea,assay.method,growth/viability assay,,unreviewed
TERM_0189cb48d2df,state.culture_architecture,acute injection assay,,unreviewed
TERM_021d7043c910,action.intervention,inject 3.5 ng subglutinol A per fly,,unreviewed
TERM_97d657c91b84,state.developmental_state,adult,,unreviewed
TERM_92cdcc78268c,time.window,1 h,,unreviewed
TERM_eeab91b2e680,observation.sample_matrix,whole animal,,unreviewed
TERM_46e604d148f6,assay.method,movement/paralysis scoring,,unreviewed
TERM_0abe40b42f63,state.culture_architecture,stepwise heterologous pathway reconstruction,,unreviewed
TERM_36b75cd58573,action.intervention,reconstitute dpfgA-E common core and add dpfgG-K sequentially,,unreviewed
TERM_04f72ae0f6ec,assay.method,HPLC/isolation/NMR,,unreviewed
TERM_4611b64f2de7,state.culture_architecture,CRISPR-Cas9 gene editing,,unreviewed
TERM_7aa5b7432d6f,state.medium,native culture,,unreviewed
TERM_eb87c3a15e17,action.intervention,disrupt C16 polyketide synthase,,unreviewed
TERM_c12bae3fa21c,state.developmental_state,native vegetative culture,,unreviewed
TERM_7db2b75bf80e,assay.method,UHPLC-HRMS + targeted MS2,,unreviewed
TERM_ff0ebda14dad,action.intervention,disrupt C16 terpene synthase,,unreviewed
TERM_921e5c839e91,state.culture_architecture,growth-chamber infection trial,,unreviewed
TERM_50310ae89cc8,state.medium,plant infection,,unreviewed
TERM_acf0785ebb67,action.intervention,inoculate wheat heads with F. graminearum,,unreviewed
TERM_8cfaf4acb58f,state.developmental_state,infection state,,unreviewed
TERM_d3f2c85401f7,observation.sample_matrix,wheat-head extracts,,unreviewed
TERM_93f14f023356,assay.method,UHPLC-HRMS/targeted MS,,unreviewed
TERM_aa7c9bd4ec90,action.intervention,reconstitute common DDP core and add dpchG/H/F,,unreviewed
TERM_5e3ed22324d5,state.culture_architecture,native chromatin-remodeling mutant fermentation,,unreviewed
TERM_b82a0d4a3d45,state.medium,liquid culture with in-situ solid-phase extraction,,unreviewed
TERM_90e9d7150e1c,state.developmental_state,chromatin-derepressed state,,unreviewed
TERM_c3a5484d14fe,state.culture_architecture,purified higginsianin B signalling assay,,unreviewed
TERM_c91ae485b9ee,state.medium,seedling assay,,unreviewed
TERM_44d3d480dccf,action.intervention,pretreat with higginsianin B before MeJA/JA-Ile signalling readouts,,unreviewed
TERM_0fd62823fd61,state.developmental_state,seedling,,unreviewed
TERM_8a41f5e7059a,time.window,1 h pretreatment; downstream 24 h reporter in screening assay,,unreviewed
TERM_8f7c13aa8146,observation.sample_matrix,seedlings/protein reporters,,unreviewed
TERM_cc7424549526,assay.method,"Jas9-VENUS, VSP1p:GUS and proteasome activity assays",,unreviewed
TERM_f77c0afecda3,state.culture_architecture,higginsianin D/E antiproliferative assay,,unreviewed
TERM_494b98a86779,action.intervention,dose purified higginsianins D/E,,unreviewed
TERM_40c532315b4b,assay.method,antiproliferative assay,,unreviewed
TERM_aacf2b6a59b8,state.culture_architecture,PacBio whole-genome sequencing and annotation,,unreviewed
TERM_7d3c019d80ce,action.intervention,assemble genome and annotate protein-coding genes,,unreviewed
TERM_c81329b58fc3,state.developmental_state,genomic state,,unreviewed
TERM_3c4c88ce61fb,assay.method,PacBio + genome annotation,,unreviewed
TERM_1c94dd3b0723,state.culture_architecture,comparative ETP-cluster mining,,unreviewed
TERM_012e49d19c3c,action.intervention,"tBLASTn using genes from aspirochlorine, sirodesmin PL and gliotoxin clusters",,unreviewed
TERM_9c75543cec8a,state.developmental_state,in-silico genomic analysis,,unreviewed
TERM_115317dc538b,assay.method,homology search/functional annotation,,unreviewed
TERM_8c4822d7acce,state.culture_architecture,native partial enzyme purification plus E. coli heterologous assay,,unreviewed
TERM_7adf0c3d9ad9,state.temperature_C,22,,unreviewed
TERM_2d351ae87c40,action.intervention,assay Pro1 with FPP,,unreviewed
TERM_d5247aec4809,assay.method,radiometric/GC product analysis,,unreviewed
TERM_97cc13f276d2,state.culture_architecture,whole-cell heterologous CYP substrate-feeding assay,,unreviewed
TERM_39196cb94d47,state.medium,galactose-induction medium,,unreviewed
TERM_f75d34545781,action.intervention,express CYP-Arm1–4 individually with TcCPR and feed 6-protoilludene,,unreviewed
TERM_9e59ec5cb838,state.developmental_state,engineered yeast,,unreviewed
TERM_8c7581ffa1e6,observation.sample_matrix,culture/reaction extracts,,unreviewed
TERM_5a0db8ac28e5,assay.method,radio-TLC/GC-MS/product analysis,,unreviewed
TERM_3522e4007edb,state.culture_architecture,engineered fermentation / product purification,,unreviewed
TERM_5222c74a1470,state.medium,galactose-induced production medium,,unreviewed
TERM_f0b32aede09b,action.intervention,"coexpress Pro1, CYP-Arm3, TcCPR with enhanced mevalonate flux",,unreviewed
TERM_dddaac828eda,observation.sample_matrix,clarified culture supernatant,,unreviewed
TERM_457630859e79,assay.method,GC/MS + NMR,,unreviewed
TERM_744013bd4634,state.culture_architecture,in-vitro terpene cyclase substrate generation,,unreviewed
