conflict_key,dossier_id,conflict_id,issue_type_raw,description_raw,evidence_A_raw,evidence_B_raw,interpretation_raw,status_raw,source_ids,source_row
M4-FUNG-0578:U003,M4-FUNG-0578,U003,native regulation,"The native activation signal, developmental state and coordinated transcriptional programme were not resolved by the defining reconstruction.",strong heterologous causality,limited native regulatory data,Keep activation/context fields conservative.,,,165
M4-FUNG-0579:U001,M4-FUNG-0579,U001,boundary provenance,Database region extends beyond the experimentally sufficient four-gene programme.,database region,heterologous four-gene sufficiency,Retain both; use the four-gene module as functional boundary.,,,163
M4-FUNG-0579:U002,M4-FUNG-0579,U002,gene-level evidence gradient,"The oxygenase has direct recombinant-enzyme proof, whereas the other enzyme roles rely more on cluster architecture, deletions and intermediate chemistry.",purified oxygenase assay,pathway-level evidence for other genes,Do not flatten evidence strength across genes.,,,164
M4-FUNG-0579:U003,M4-FUNG-0579,U003,boundary coordinate discrepancy,"MIBiG reports the experimentally supported locus ending at 432203, while HK57_00375/KIA75848.1 is annotated through 432210; the total MIBiG region is broader still (405821-452210).",MIBiG locus 419894-432203,CDS HK57_00375 ends 432210,"Treat the seven-base difference as database/locus-boundary provenance, not as evidence that the pathway extends beyond the four-gene module.",,,165
M4-FUNG-0580:U001,M4-FUNG-0580,U001,native activation interpretation,"Precursor feeding increased access to products, but native ecological induction and regulation were not demonstrated.",L-Glu feeding,no ecological-trigger experiment,"Record as experimental intervention, not ecological cue.",,,163
M4-FUNG-0580:U002,M4-FUNG-0580,U002,accessory-gene evidence,"PbaB/C/D/E core chemistry is directly resolved, whereas PbaA and PbaF-H have less complete pathway-specific mechanistic evidence.",core enzyme assays,cluster-context annotations,Preserve evidence gradient.,,,164
M4-FUNG-0580:U003,M4-FUNG-0580,U003,class terminology,"MIBiG labels the locus as a hemiterpene BGC, whereas the products and experimentally resolved chemistry are better described as prenylated indole alkaloid biosynthesis.",canonical MIBiG class,primary mechanistic study,Retain canonical class as provenance and add refined class.,,,165
M4-FUNG-0581:U001,M4-FUNG-0581,U001,database retirement versus pathway evidence,"MIBiG retired BGC0003093 for validation failure, whereas heterologous reconstruction and native phoE knockout strongly support the biological pathway.",current database retirement,2022/2025 experimental causality,Retain the historical physical record only as provenance while preserving the experimentally supported pathway model.,,,169
M4-FUNG-0581:U002,M4-FUNG-0581,U002,PhoO evidence level,PhoO's para-para coupling function was suggested by a feeding experiment rather than established by purified-enzyme biochemistry.,feeding experiment,no purified PhoO assay reported in defining study,"Label as inferred/moderate-high, not direct enzyme proof.",,,170
M4-FUNG-0581:U003,M4-FUNG-0581,U003,physical boundary validity,The retired historical interval PP544674.1:1-34520 cannot be treated as a currently validated database locus.,historical source record,MIBiG validation failure,Separate functional programme from physical-coordinate provenance.,,,171
M4-FUNG-0581:U004,M4-FUNG-0581,U004,native regulation,"High native phomoxanthone A production is established, but the upstream signal/transcriptional programme controlling the pho cluster remains unresolved.",abundant native product,no resolved native regulator in defining evidence,Do not infer regulatory mechanism from production state.,,,172
M4-FUNG-0582:U001,M4-FUNG-0582,U001,ortholog evidence boundary,"Native disruption/TF-overexpression experiments were performed in A. uvarum CBS121591, while BGC0003094 is the homologous Phaeosphaeria TTI001159 cluster.",A. uvarum native genetics,TTI001159 heterologous expression,"Use A. uvarum results as homologous-mechanism provenance, not strain-specific direct evidence.",,,165
M4-FUNG-0582:U002,M4-FUNG-0582,U002,self-resistance interpretation,"prosG is a CDK homolog embedded in the BGC and guided discovery, but its physiological resistance function was not directly demonstrated in TTI001159.",cluster localization/homology,no direct native resistance assay,Keep biological-role claim inferred.,,,166
M4-FUNG-0582:U003,M4-FUNG-0582,U003,native activation,The native productive state and activation conditions of TTI001159 itself were not resolved by the defining study.,high heterologous production,native TTI001159 regulation untested,Do not label the native pathway definitively silent or constitutive.,,,167
M4-FUNG-0583:U001,M4-FUNG-0583,U001,database versus functional boundary,MIBiG spans a wider interval than the four genes established by native deletion analysis.,"37,472-85,084 total region",FMAN_15220-15223 functional cluster,Use the four-gene module for mechanistic claims and preserve the broad region as database provenance.,,,163
M4-FUNG-0583:U002,M4-FUNG-0583,U002,ortholog regulation,PKS8 orthologs respond differently to nitrogen in other Fusarium species.,MRC7560 glutamine repression,F. fujikuroi ortholog expression under glutamine,Do not transfer ortholog regulation as strain-specific evidence.,,,164
M4-FUNG-0583:U003,M4-FUNG-0583,U003,enzyme-level chemistry,"Cluster membership is strong, but several auxiliary catalytic functions remain predictions rather than purified-enzyme mechanisms.",knockout-defined membership,limited isolated enzymology,Keep gene-product attribution mixed direct/inferred.,,,165
M4-FUNG-0584:U001,M4-FUNG-0584,U001,completeness,MIBiG marks completeness unknown despite an 11-gene annotated region and strong heterologous reconstruction.,canonical completeness unknown,strong pathway reconstruction,Keep canonical completeness unknown rather than inferring completeness.,,,163
M4-FUNG-0584:U002,M4-FUNG-0584,U002,native regulation,Synthetic-biology reconstruction resolves biosynthetic capacity but not the native signal/transcriptional programme.,engineered expression,limited native regulatory evidence,Do not equate heterologous expression with native activation.,,,164
M4-FUNG-0585:U001,M4-FUNG-0585,U001,native regulation,Orphan-cluster reconstruction establishes biosynthetic function but not the native activation signal.,strong heterologous evidence,native expression state unresolved,Keep native activation fields conservative.,,,163
M4-FUNG-0585:U002,M4-FUNG-0585,U002,gene-level coverage,Accessible primary evidence directly resolves StrA and StrC more strongly than the remaining cluster genes.,direct StrA/StrC mechanism,less isolated evidence for remaining genes,Do not represent all four genes as equivalently biochemically proven.,,,164
M4-FUNG-0586:U001,M4-FUNG-0586,U001,retired physical record,BGC0003113 is retired; exact reason was not recovered in reviewed sources.,current MIBiG status,historical source-list association,Retain historical association as provenance only.,,,163
M4-FUNG-0586:U002,M4-FUNG-0586,U002,causal evidence gap,"The jmaza-multiformin link is based on genomic/metabolomic correlation and homology, not direct knockout or heterologous sufficiency.",comparative correlation,no direct reconstruction in defining source,Do not label gene-level functions as directly validated.,,,164
M4-FUNG-0587:U001,M4-FUNG-0587,U001,native regulation,The study establishes enzyme sufficiency heterologously but does not resolve native activation/regulation in PRB-2.,heterologous causality,native expression state NR,Do not infer native silence or constitutivity.,,,163
M4-FUNG-0587:U002,M4-FUNG-0587,U002,product nomenclature,Source wording alternates between 3-orsellinoxypropanoic acid and orsellinoylpropanoic acid.,article title/canonical naming,abstract wording,Preserve both names as nomenclature provenance.,,,164
M4-FUNG-0588:U001,M4-FUNG-0588,U001,retired physical record,BGC0003118 is currently retired although the published functional pathway is strongly reconstructed.,current database status,heterologous total biosynthesis,Separate current physical-record validity from pathway causality.,,,163
M4-FUNG-0588:U002,M4-FUNG-0588,U002,native regulation,"Transcriptomic co-regulation supports locus boundaries, but the upstream native activation signal is unresolved.",co-regulation,no defined inducer,Do not infer a specific activation cue.,,,164
M4-FUNG-0589:U001,M4-FUNG-0589,U001,functional boundary,The canonical interval is broader than the experimentally sufficient VrcA/VrcB core.,MIBiG interval,two-gene reconstruction,Use VrcA/VrcB for mechanistic claims while retaining full interval as provenance.,,,163
M4-FUNG-0589:U002,M4-FUNG-0589,U002,native regulation,Native activation and coordinated transcription were not resolved by heterologous reconstruction.,strong engineered causality,native regulation NR,Do not infer native activation conditions.,,,164
M4-FUNG-0590:U001,M4-FUNG-0590,U001,retired record,BGC0003120 is retired; exact physical-record validity is not current.,current MIBiG status,historical association,Retain as provenance only.,,,163
M4-FUNG-0590:U002,M4-FUNG-0590,U002,causal evidence gap,No direct knockout or heterologous reconstruction assigns individual cluster genes to minutellin products in the reviewed defining evidence.,comparative correlation,absence of direct reconstruction,Keep gene-level claims inferred.,,,164
M4-FUNG-0591:U001,M4-FUNG-0591,U001,native regulation,"Pathway gene requirements are strong, but upstream native activation/regulatory controls were not resolved.",knockout causality,regulatory mechanism NR,Keep activation fields conservative.,,,163
M4-FUNG-0592:U001,M4-FUNG-0592,U001,database gene-count simplification,"Canonical source lists one gene, while the experimentally resolved functional programme includes adjacent Ao414 precursor chemistry as well as Ao415 NRPS.",source-list gene count,native knockout evidence,Preserve canonical count as provenance and functional two-gene core separately.,,,163
M4-FUNG-0592:U002,M4-FUNG-0592,U002,regulatory mechanism,"Metabolite/iron/trap causality is strong, but transcriptional coupling between nematode sensing and the Ao415 programme remains unresolved.",functional perturbations,limited transcriptional mechanism,Do not infer upstream regulatory circuitry.,,,164
M4-FUNG-0593:U001,M4-FUNG-0593,U001,native activation,"Catalytic function is proven in E. coli, but native P. expansum expression and production conditions are unresolved.",heterologous production,native state untested,Do not label native pathway active or silent.,,,163
M4-FUNG-0593:U002,M4-FUNG-0593,U002,pathway completeness,"PeTS1 suffices for (+)-aristolochene formation, but MIBiG completeness is unknown and no downstream native tailoring pathway was established.",single-enzyme sufficiency,canonical completeness unknown,Keep enzyme unit and broader BGC completeness separate.,,,164
M4-FUNG-0594:U001,M4-FUNG-0594,U001,retired physical record,BGC0003142 is retired while the C16/FDDP pathway has strong functional evidence.,current MIBiG retirement,2020 reconstruction + 2023 PH-1 CRISPR,Retain historical coordinates as provenance only; preserve functional pathway causality separately.,,,158
M4-FUNG-0594:U002,M4-FUNG-0594,U002,strain provenance,The 2020 reconstruction used genes from F. graminearum 50218 although the candidate cluster model was identified in PH-1.,50218 heterologous donor,PH-1 native CRISPR follow-up,Do not transfer 50218-specific engineered observations as native PH-1 evidence.,,,159
M4-FUNG-0594:U003,M4-FUNG-0594,U003,virulence mechanism,"In planta production and reduced disease phenotype support virulence association, but a direct molecular host target for FDDP-D/E has not been demonstrated in F. graminearum.",infection phenotypes,mechanistic analogy to higginsianin B,Keep host-target mechanism inferred rather than direct.,,,160
