source_key,dossier_id,source_id,source_type_raw,year_raw,title_or_database_raw,doi_or_accession_raw,pmid_raw,url_raw,note,source_row
M4-FUNG-0475:S003,M4-FUNG-0475,S003,primary research,2021,Heterologous expression of a lichen polyketide synthase produces the depside lecanoric acid in Saccharomyces cerevisiae,10.1016/j.mec.2021.e00172,34430202,https://pubmed.ncbi.nlm.nih.gov/34430202/,Defining heterologous study.,175
M4-FUNG-0475:S004,M4-FUNG-0475,S004,follow-up comparative lichen chemistry/genomics,later,Pseudevernia furfuracea chemotype comparison and native PKS-product context,NR,NA,NR,Used conservatively to separate heterologous capability from native endpoint.,176
M4-FUNG-0476:S001,M4-FUNG-0476,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0476,BGC0002594.2,25011010,https://mibig.secondarymetabolites.org/repository/BGC0002594/,Read-only source workbook.,173
M4-FUNG-0476:S002,M4-FUNG-0476,S002,authoritative database,current,MIBiG BGC0002594,BGC0002594.2 / CM000575.1,25011010,https://mibig.secondarymetabolites.org/repository/BGC0002594/,Active; SQ_A; completeness unknown.,174
M4-FUNG-0476:S003,M4-FUNG-0476,S003,primary research,2014,Fusarium graminearum PKS14 is involved in orsellinic acid and orcinol synthesis,10.1016/j.fgb.2014.06.008,25011010,https://pubmed.ncbi.nlm.nih.gov/25011010/,Defining study.,175
M4-FUNG-0477:S001,M4-FUNG-0477,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0477,BGC0002595.2,28255687,https://mibig.secondarymetabolites.org/repository/BGC0002595/,Read-only source workbook.,173
M4-FUNG-0477:S002,M4-FUNG-0477,S002,authoritative database,current,MIBiG BGC0002595,BGC0002595.2 / JNBV01000031.1,28255687,https://mibig.secondarymetabolites.org/repository/BGC0002595/,Retired; SQ_A; completeness unknown.,174
M4-FUNG-0477:S003,M4-FUNG-0477,S003,primary research,2017,Identification of the orsellinic acid synthase PKS63787 for the biosynthesis of antroquinonols in Antrodia cinnamomea,10.1007/s00253-017-8196-6,28255687,https://pubmed.ncbi.nlm.nih.gov/28255687/,Defining study; older species nomenclature.,175
M4-FUNG-0478:S001,M4-FUNG-0478,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0478,BGC0002596.2,33130255,https://mibig.secondarymetabolites.org/repository/BGC0002596/,Read-only source workbook.,173
M4-FUNG-0478:S002,M4-FUNG-0478,S002,authoritative database,current,MIBiG BGC0002596,BGC0002596.2 / CAGA01000059.1,33130255,https://mibig.secondarymetabolites.org/repository/BGC0002596/,Active; SQ_A; completeness unknown.,174
M4-FUNG-0478:S003,M4-FUNG-0478,S003,primary research,2021,Identification of the polyketide synthase PKS7 responsible for the production of lecanoric acid and ethyl lecanorate in Claviceps purpurea,10.1016/j.fgb.2020.103481,33130255,https://pubmed.ncbi.nlm.nih.gov/33130255/,Defining study.,175
M4-FUNG-0479:S001,M4-FUNG-0479,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0479,BGC0002598.2,33652337,https://mibig.secondarymetabolites.org/repository/BGC0002598/,Read-only source workbook.,173
M4-FUNG-0479:S002,M4-FUNG-0479,S002,authoritative database,current,MIBiG BGC0002598,BGC0002598.2 / MW526246.1,33652337,https://mibig.secondarymetabolites.org/repository/BGC0002598/,Active; SQ_A; completeness unknown.,174
M4-FUNG-0479:S003,M4-FUNG-0479,S003,primary research,2021,A PCR method to identify ochratoxin A-producing Aspergillus westerdijkiae strains on dried and aged foods,10.1016/j.ijfoodmicro.2021.109113,33652337,https://pubmed.ncbi.nlm.nih.gov/33652337/,Defining MIBiG-linked study.,175
M4-FUNG-0479:S004,M4-FUNG-0479,S004,primary research,2008,A. westerdijkiae aoks1 polyketide synthase disruption study,10.1016/j.fgb.2008.09.015,18955151,https://pubmed.ncbi.nlm.nih.gov/18955151/,Historical supporting genetics.,176
M4-FUNG-0479:S005,M4-FUNG-0479,S005,primary research / homologous mechanism,2018,Ochratoxin A biosynthetic pathway gene-deletion series in Aspergillus ochraceus,NR,30054361,https://pubmed.ncbi.nlm.nih.gov/30054361/,Cross-species homologous evidence only.,177
M4-FUNG-0480:S001,M4-FUNG-0480,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0480,BGC0002599.2,32640519,https://mibig.secondarymetabolites.org/repository/BGC0002599/,Read-only source workbook.,173
M4-FUNG-0480:S002,M4-FUNG-0480,S002,authoritative database,current,MIBiG BGC0002599,BGC0002599.2 / MT424562.1,32640519,https://mibig.secondarymetabolites.org/repository/BGC0002599/,Retired; SQ_A; completeness unknown.,174
M4-FUNG-0480:S003,M4-FUNG-0480,S003,primary research,2020,Genome-Inspired Chemical Exploration of Marine Fungus Aspergillus fumigatus MF071,10.3390/md18070352,32640519,https://pubmed.ncbi.nlm.nih.gov/32640519/,Defining study; BGC attribution is proposed rather than causally validated.,175
M4-FUNG-0481:S001,M4-FUNG-0481,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0481,BGC0002600.2,32640519,https://mibig.secondarymetabolites.org/repository/BGC0002600/,Read-only source workbook.,181
M4-FUNG-0481:S002,M4-FUNG-0481,S002,authoritative database,current,MIBiG BGC0002600,BGC0002600.2 / MT424561.1,32640519,https://mibig.secondarymetabolites.org/repository/BGC0002600/,Retired; SQ_A; completeness unknown.,182
M4-FUNG-0481:S003,M4-FUNG-0481,S003,primary research,2020,Genome-Inspired Chemical Exploration of Marine Fungus Aspergillus fumigatus MF071,10.3390/md18070352,32640519,https://pubmed.ncbi.nlm.nih.gov/32640519/,No pathway-specific causal validation.,183
M4-FUNG-0482:S001,M4-FUNG-0482,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0482,BGC0002601.2,32640519,https://mibig.secondarymetabolites.org/repository/BGC0002601/,Read-only source workbook.,181
M4-FUNG-0482:S002,M4-FUNG-0482,S002,authoritative database,current,MIBiG BGC0002601,BGC0002601.2 / MT424563.1,32640519,https://mibig.secondarymetabolites.org/repository/BGC0002601/,Retired; SQ_A; completeness unknown.,182
M4-FUNG-0482:S003,M4-FUNG-0482,S003,primary research,2020,Genome-Inspired Chemical Exploration of Marine Fungus Aspergillus fumigatus MF071,10.3390/md18070352,32640519,https://pubmed.ncbi.nlm.nih.gov/32640519/,No fumagillin-specific causal BGC validation.,183
M4-FUNG-0483:S001,M4-FUNG-0483,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0483,BGC0002602.2,NR,https://mibig.secondarymetabolites.org/repository/BGC0002602/,Read-only source row lists DOI 10.3920/WMJ2018.2397.,181
M4-FUNG-0483:S002,M4-FUNG-0483,S002,authoritative database,current,MIBiG BGC0002602,BGC0002602.2 / MH898736.1,29674152,https://mibig.secondarymetabolites.org/repository/BGC0002602/,Active; SQ_A; completeness unknown.,182
M4-FUNG-0483:S003,M4-FUNG-0483,S003,primary research,2018,Identification and functional analysis of the aspergillic acid gene cluster in Aspergillus flavus,10.1016/j.fgb.2018.04.009,29674152,https://pubmed.ncbi.nlm.nih.gov/29674152/,Defining functional study.,183
M4-FUNG-0483:S004,M4-FUNG-0483,S004,canonical-listed literature,2018,MIBiG/source-workbook listed aspergillic-acid reference,10.3920/WMJ2018.2397,NR,NR,Not used to replace stronger direct functional evidence.,184
M4-FUNG-0484:S001,M4-FUNG-0484,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0484,BGC0002603.2,NR,https://mibig.secondarymetabolites.org/repository/BGC0002603/,Read-only source workbook.,181
M4-FUNG-0484:S002,M4-FUNG-0484,S002,authoritative database,current,MIBiG BGC0002603,BGC0002603.2 / LC422695.1,NR,https://mibig.secondarymetabolites.org/repository/BGC0002603/,Active; SQ_A; completeness unknown.,182
M4-FUNG-0484:S003,M4-FUNG-0484,S003,primary research,2019,Genome mining for fungal polyketide-diterpenoid hybrids: discovery of key terpene cyclases and multifunctional P450s for structural diversification,10.1039/C8QO01124A,NR,NR,Defining biosynthesis study.,183
M4-FUNG-0484:S004,M4-FUNG-0484,S004,natural-product provenance,2014,Marine-derived Aspergillus versicolor chevalone chemistry study,10.3390/md12105160,NR,NR,Separate from pathway reconstruction.,184
M4-FUNG-0485:S001,M4-FUNG-0485,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0485,BGC0002604.2,NR,https://mibig.secondarymetabolites.org/repository/BGC0002604/,Read-only source workbook.,181
M4-FUNG-0485:S002,M4-FUNG-0485,S002,authoritative database,current,MIBiG BGC0002604,BGC0002604.2 / LC428283.1,NR,https://mibig.secondarymetabolites.org/repository/BGC0002604/,Active; SQ_A; completeness unknown.,182
M4-FUNG-0485:S003,M4-FUNG-0485,S003,primary research,2019,Genome mining for fungal polyketide-diterpenoid hybrids: discovery of key terpene cyclases and multifunctional P450s for structural diversification,10.1039/C8QO01124A,NR,NR,Direct module-level pathway evidence.,183
M4-FUNG-0485:S004,M4-FUNG-0485,S004,natural-product provenance,2014,Aspergillus felis sartorypyrone natural-product study,10.3390/md12020822,NR,NR,Separate from heterologous module evidence.,184
M4-FUNG-0486:S001,M4-FUNG-0486,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0486,BGC0002605.2,29324288,https://mibig.secondarymetabolites.org/repository/BGC0002605/,Read-only source workbook.,181
M4-FUNG-0486:S002,M4-FUNG-0486,S002,authoritative database,current,MIBiG BGC0002605,BGC0002605.2 / MG701890.1,29324288,https://mibig.secondarymetabolites.org/repository/BGC0002605/,Active; SQ_A; completeness unknown.,182
M4-FUNG-0486:S003,M4-FUNG-0486,S003,primary research,2018,Description of an orthologous cluster of ochratoxin A biosynthetic genes in Aspergillus and Penicillium species. A comparative analysis,10.1016/j.ijfoodmicro.2017.12.028,29324288,https://pubmed.ncbi.nlm.nih.gov/29324288/,Defining comparative study.,183
M4-FUNG-0486:S004,M4-FUNG-0486,S004,primary research / homologous mechanism,2018,Ochratoxin A biosynthetic pathway gene-deletion series in Aspergillus ochraceus,NR,30054361,https://pubmed.ncbi.nlm.nih.gov/30054361/,Cross-species only.,184
M4-FUNG-0487:S001,M4-FUNG-0487,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0487,BGC0002606.2,29324288,https://mibig.secondarymetabolites.org/repository/BGC0002606/,Read-only source workbook.,181
M4-FUNG-0487:S002,M4-FUNG-0487,S002,authoritative database,current,MIBiG BGC0002606,BGC0002606.2 / MG701892.1,29324288,https://mibig.secondarymetabolites.org/repository/BGC0002606/,Active; SQ_A; completeness unknown.,182
M4-FUNG-0487:S003,M4-FUNG-0487,S003,primary research,2018,Description of an orthologous cluster of ochratoxin A biosynthetic genes in Aspergillus and Penicillium species. A comparative analysis,10.1016/j.ijfoodmicro.2017.12.028,29324288,https://pubmed.ncbi.nlm.nih.gov/29324288/,Defining comparative study.,183
M4-FUNG-0487:S004,M4-FUNG-0487,S004,primary research / homologous mechanism,2018,Ochratoxin A biosynthetic pathway gene-deletion series in Aspergillus ochraceus,NR,30054361,https://pubmed.ncbi.nlm.nih.gov/30054361/,Cross-species only.,184
M4-FUNG-0488:S001,M4-FUNG-0488,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0488,BGC0002607.2,29324288,https://mibig.secondarymetabolites.org/repository/BGC0002607/,Read-only source workbook.,181
M4-FUNG-0488:S002,M4-FUNG-0488,S002,authoritative database,current,MIBiG BGC0002607,BGC0002607.2 / MG701896.1,29324288,https://mibig.secondarymetabolites.org/repository/BGC0002607/,Active; SQ_A; completeness unknown.,182
M4-FUNG-0488:S003,M4-FUNG-0488,S003,primary research,2018,Description of an orthologous cluster of ochratoxin A biosynthetic genes in Aspergillus and Penicillium species. A comparative analysis,10.1016/j.ijfoodmicro.2017.12.028,29324288,https://pubmed.ncbi.nlm.nih.gov/29324288/,Defining comparative study.,183
M4-FUNG-0488:S004,M4-FUNG-0488,S004,primary research / homologous mechanism,2018,Ochratoxin A biosynthetic pathway gene-deletion series in Aspergillus ochraceus,NR,30054361,https://pubmed.ncbi.nlm.nih.gov/30054361/,Cross-species only.,184
M4-FUNG-0489:S001,M4-FUNG-0489,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0489,BGC0002608.2,29324288,https://mibig.secondarymetabolites.org/repository/BGC0002608/,Read-only source workbook.,181
M4-FUNG-0489:S002,M4-FUNG-0489,S002,authoritative database,current,MIBiG BGC0002608,BGC0002608.2 / MG701897.1,29324288,https://mibig.secondarymetabolites.org/repository/BGC0002608/,Active; SQ_A; completeness unknown.,182
M4-FUNG-0489:S003,M4-FUNG-0489,S003,primary research,2018,Description of an orthologous cluster of ochratoxin A biosynthetic genes in Aspergillus and Penicillium species. A comparative analysis,10.1016/j.ijfoodmicro.2017.12.028,29324288,https://pubmed.ncbi.nlm.nih.gov/29324288/,Defining comparative study.,183
M4-FUNG-0489:S004,M4-FUNG-0489,S004,primary research / homologous mechanism,2018,Ochratoxin A biosynthetic pathway gene-deletion series in Aspergillus ochraceus,NR,30054361,https://pubmed.ncbi.nlm.nih.gov/30054361/,Cross-species only.,184
M4-FUNG-0490:S001,M4-FUNG-0490,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0490,BGC0002609.2,27667988,https://mibig.secondarymetabolites.org/repository/BGC0002609/,Read-only source workbook.,181
M4-FUNG-0490:S002,M4-FUNG-0490,S002,authoritative database,current,MIBiG BGC0002609,BGC0002609.2 / KX267735.1,27667988,https://mibig.secondarymetabolites.org/repository/BGC0002609/,Active; SQ_A; completeness unknown.,182
M4-FUNG-0490:S003,M4-FUNG-0490,S003,primary research,2016,Variation in Fumonisin and Ochratoxin Production Associated with Differences in Biosynthetic Gene Content in Aspergillus niger and A. welwitschiae Isolates from Multiple Crop and Geographic Origins,10.3389/fmicb.2016.01412,27667988,https://pubmed.ncbi.nlm.nih.gov/27667988/,Defining genotype-chemotype study.,183
M4-FUNG-0490:S004,M4-FUNG-0490,S004,primary research / homologous mechanism,2018,Ochratoxin A biosynthetic pathway gene-deletion series in Aspergillus ochraceus,NR,30054361,https://pubmed.ncbi.nlm.nih.gov/30054361/,Cross-species only.,184
M4-FUNG-0491:S001,M4-FUNG-0491,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0491,BGC0002610.3,26351860,https://mibig.secondarymetabolites.org/repository/BGC0002610/,Read-only source.,173
M4-FUNG-0491:S002,M4-FUNG-0491,S002,authoritative database,current,MIBiG BGC0002610,BGC0002610.3,26351860,https://mibig.secondarymetabolites.org/repository/BGC0002610.3/index.html,Active; quality SQ_A; completeness unknown.,174
M4-FUNG-0491:S003,M4-FUNG-0491,S003,primary research,2015,Molecular Basis for Stellatic Acid Biosynthesis: A Genome Mining Approach for Discovery of Sesterterpene Synthases,10.1021/acs.orglett.5b02404,26351860,https://pubmed.ncbi.nlm.nih.gov/26351860/,Defining mechanistic study.,175
M4-FUNG-0491:S004,M4-FUNG-0491,S004,taxonomy database,current,NCBI Taxonomy — Aspergillus stellatus,ncbitaxon:1549217,NA,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1549217,Current species name retained.,176
M4-FUNG-0492:S001,M4-FUNG-0492,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0492,BGC0002611.2,26024901,https://mibig.secondarymetabolites.org/repository/BGC0002611/,Read-only canonical source.,173
M4-FUNG-0492:S002,M4-FUNG-0492,S002,authoritative database,current,MIBiG BGC0002611,BGC0002611.2; KP742486.1,26024901,https://mibig.secondarymetabolites.org/repository/BGC0002611.2/index.html,Active; quality SQ_A; completeness unknown.,174
M4-FUNG-0492:S003,M4-FUNG-0492,S003,primary research,2015,Evolution of Chemical Diversity in Echinocandin Lipopeptide Antifungal Metabolites,10.1128/EC.00076-15,26024901,https://pubmed.ncbi.nlm.nih.gov/26024901/,Defining cluster-level comparative study; not a native A. mulundensis knockout series.,175
M4-FUNG-0492:S004,M4-FUNG-0492,S004,primary research,1987,"Mulundocandin, a new lipopeptide antibiotic. I. Taxonomy, fermentation, isolation and characterization",10.7164/antibiotics.40.275,3570979,https://pubmed.ncbi.nlm.nih.gov/3570979/,Historical organism designation Aspergillus sydowi No. Y-30462.,176
M4-FUNG-0492:S005,M4-FUNG-0492,S005,taxonomy database,current,NCBI Taxonomy — Aspergillus mulundensis,ncbitaxon:1810919,NA,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1810919,Current name Aspergillus mulundensis; DSMZ 5745/CBS 140610/IBT 33104 type material.,177
M4-FUNG-0492:S006,M4-FUNG-0492,S006,primary taxonomy/genomics research,2016,Aspergillus mulundensis taxonomic and secondary-metabolome reassessment,10.1038/ja.2015.105,26464011,https://pubmed.ncbi.nlm.nih.gov/26464011/,Supports Y-30462/DSMZ 5745 provenance under A. mulundensis.,178
M4-FUNG-0493:S001,M4-FUNG-0493,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0493,BGC0002612.3,25216349,https://mibig.secondarymetabolites.org/repository/BGC0002612/,Read-only canonical source.,173
M4-FUNG-0493:S002,M4-FUNG-0493,S002,authoritative database,current,MIBiG BGC0002612,BGC0002612.3; AB981314.1,25216349,https://mibig.secondarymetabolites.org/repository/BGC0002612.3/index.html,Active; quality SQ_A; completeness unknown; 13 submitted genes.,174
M4-FUNG-0493:S003,M4-FUNG-0493,S003,primary research,2014,Complete biosynthetic pathway of anditomin: nature's sophisticated synthetic route to a complex fungal meroterpenoid,10.1021/ja508127q,25216349,https://pubmed.ncbi.nlm.nih.gov/25216349/,Defining mechanistic study; sequence deposited as AB981314.,175
M4-FUNG-0493:S004,M4-FUNG-0493,S004,taxonomy database,current,NCBI Taxonomy — Aspergillus stellatus,ncbitaxon:1549217,NA,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1549217,Emericella variecolor / Aspergillus variecolor are historical synonyms relevant to the primary study.,176
M4-FUNG-0494:S001,M4-FUNG-0494,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0494,BGC0002614.2,32286350,https://mibig.secondarymetabolites.org/repository/BGC0002614/,Read-only canonical source.,173
M4-FUNG-0494:S002,M4-FUNG-0494,S002,authoritative database,current,MIBiG BGC0002614,BGC0002614.2; LC600199.1,32286350,https://mibig.secondarymetabolites.org/repository/BGC0002614.2/index.html,Active; quality SQ_A; completeness unknown.,174
M4-FUNG-0494:S003,M4-FUNG-0494,S003,primary research,2020,Synthetic biology based construction of biological activity-related library of fungal decalin-containing diterpenoid pyrones,10.1038/s41467-020-15664-4,32286350,https://pubmed.ncbi.nlm.nih.gov/32286350/,Defining MIBiG reference; engineered/combinatorial products must not be treated as native P. shearii chemotype proof.,175
