claim_key,dossier_id,claim_id,claim_text,evidence_type_raw,direct_or_inferred_raw,supporting_detail_raw,caveat_raw,source_ids,source_row
M4-FUNG-0565:C001,M4-FUNG-0565,C001,Heterologous expression of the M. phaseolina locus yields Macrollins A-D.,heterologous reconstruction + NMR,direct,,,S003,143
M4-FUNG-0565:C002,M4-FUNG-0565,C002,MacC catalyzes beta-carbon hydroxylation of tetramic-acid molecules.,heterologous expression + in-vitro reactions,direct,,,S003,144
M4-FUNG-0566:C001,M4-FUNG-0566,C001,SNB-CN111 produces chlorinated azaphilones and generates brominated and iodinated analogues under halide OSMAC conditions.,LC-MS/MS metabolomics + OSMAC,direct metabolite observation,,,S003,143
M4-FUNG-0566:C002,M4-FUNG-0566,C002,Genome mining nominates an azaphilone BGC containing FAD-dependent halogenase Psc_Aza_H.,genome mining + metabolite correlation,inferred,,,S003,144
M4-FUNG-0566:C003,M4-FUNG-0566,C003,No pathway-specific knockout or heterologous reconstruction establishes BGC-to-sclerotiorin causality in this strain.,evidence-gap audit,inference,,,S003,145
M4-FUNG-0567:C001,M4-FUNG-0567,C001,crmA is required for production of fumicicolins and related N-formylvaline/valine-isocyanide metabolites in A. fumigatus.,gene deletion + comparative metabolomics,direct,,,S003,143
M4-FUNG-0567:C002,M4-FUNG-0567,C002,Copper starvation induces the Crm programme and associated metabolite production.,condition perturbation + metabolomics,direct,,,S003,144
M4-FUNG-0567:C003,M4-FUNG-0567,C003,The other three genes in the Af293 Crm cluster are not required for CrmA-dependent metabolites.,genetic analysis,direct,,,S003,145
M4-FUNG-0568:C001,M4-FUNG-0568,C001,Crustosic acid formation through carboxylcrustic and viridicatic acid was confirmed by gene deletion and heterologous expression.,genetics + reconstruction,direct,,,S003,143
M4-FUNG-0568:C002,M4-FUNG-0568,C002,TraH converts crustosic acid toward terrestric acid by decarboxylation-mediated olefination.,functional pathway analysis,direct,,,S003,144
M4-FUNG-0568:C003,M4-FUNG-0568,C003,TraD performs the subsequent reduction required for terrestric-acid formation and stereochemical outcome.,functional pathway analysis,direct,,,S003,145
M4-FUNG-0569:C001,M4-FUNG-0569,C001,Heterologous expression of the cryptic locus yields soppilines A-C.,heterologous reconstruction + NMR,direct,,,S003,143
M4-FUNG-0569:C002,M4-FUNG-0569,C002,"The pathway combines an HR-PKS with a type III PKS to generate alkylresorcinols with an unusual Z,E,Z-triene side chain.",reconstruction/structural analysis,direct/inferred mechanism,,,S003,144
M4-FUNG-0569:C003,M4-FUNG-0569,C003,Native activation conditions for the cryptic pathway were not established by the defining heterologous study.,evidence-gap audit,inference,,,S003,145
M4-FUNG-0570:C001,M4-FUNG-0570,C001,GdlS heterologous expression and biochemical characterization produce germacradienol as the sole detected cyclase product.,heterologous expression + enzyme assay,direct,,,S003,143
M4-FUNG-0570:C002,M4-FUNG-0570,C002,GdlS strictly uses FPP and requires Mg2+ for catalytic activity.,substrate/cofactor assay,direct,,,S003,144
M4-FUNG-0570:C003,M4-FUNG-0570,C003,Germacradienol and geosmin were not detected in native A. ustus 3.3904 under tested conditions.,native metabolite screen,direct negative,,,S003,145
M4-FUNG-0570:C004,M4-FUNG-0570,C004,Feeding germacradienol to native A. ustus did not establish conversion to geosmin or another detected product.,feeding experiment,direct negative,,,S003,146
M4-FUNG-0571:C001,M4-FUNG-0571,C001,SatA cyclizes FPP to sativene.,heterologous/enzyme functional assay,direct,,,S003,143
M4-FUNG-0571:C002,M4-FUNG-0571,C002,SatB catalyzes C14-C15 oxidation followed by oxidative bond cleavage to seco-sativene intermediates.,functional pathway analysis,direct,,,S003,144
M4-FUNG-0571:C003,M4-FUNG-0571,C003,SatC regioselectively reduces the C14 aldehyde and enables hemiacetal ring closure to prehelminthosporol.,functional pathway analysis,direct,,,S003,145
M4-FUNG-0571:C004,M4-FUNG-0571,C004,The MIBiG physical record is partial even though the three-enzyme functional cassette is strongly resolved.,database/evidence comparison,inference,,,S001;S003,146
M4-FUNG-0572:C001,M4-FUNG-0572,C001,Deleting HDA1 causes approximately 1000-fold increased beauvericin and strong BEA1-3 upregulation.,gene deletion + metabolite/transcript analysis,direct,,,S003,143
M4-FUNG-0572:C002,M4-FUNG-0572,C002,BEA3 functions as an ABC-transporter-linked negative feedback component; its deletion elevates BEA1/BEA2 expression and beauvericin yield.,gene deletion,direct,,,S003,144
M4-FUNG-0572:C003,M4-FUNG-0572,C003,Bea4 and Yy1 act as repressors of the beauvericin programme.,regulator perturbation,direct,,,S003,145
M4-FUNG-0572:C004,M4-FUNG-0572,C004,"Kmt6/H3K27 and Hda1-dependent chromatin state regulates accessibility of the BEA cluster, with increased H3K27ac in derepressed conditions.",chromatin perturbation + ChIP,direct,,,S003,146
M4-FUNG-0572:C005,M4-FUNG-0572,C005,The database's unknown physical completeness does not weaken the native causal evidence for BEA regulation and beauvericin output.,database/evidence audit,inference,,,S001;S003,147
M4-FUNG-0573:C001,M4-FUNG-0573,C001,MpbA expression correlates with malpibaldin A-C production under LB plus fructose conditions.,qRT-PCR + metabolite profiling,direct correlation,,,S003,143
M4-FUNG-0573:C002,M4-FUNG-0573,C002,Recombinant MpbA adenylation domains support the predicted module-specific amino-acid substrate preferences.,isolated-domain biochemical assays,direct domain-level,,,S003,144
M4-FUNG-0573:C003,M4-FUNG-0573,C003,Antibiotic curing and 16S-based analyses argue against a bacterial endosymbiont as the source of the cyclopeptides.,endosymbiont exclusion experiments,direct negative/context,,,S003,145
M4-FUNG-0573:C004,M4-FUNG-0573,C004,"No native MpbA whole-gene knockout was reported, so pathway attribution should not be promoted to knockout-grade necessity.",evidence-gap audit,inference,,,S003,146
M4-FUNG-0574:C001,M4-FUNG-0574,C001,"Heterologous TndC produces talarodiene, establishing the core diterpene-skeleton-forming enzyme.",heterologous expression + structure identification,direct,,,S003,143
M4-FUNG-0574:C002,M4-FUNG-0574,C002,13C-labeling defines a GGPP-to-talarodiene cyclization route through the bifunctional TndC enzyme.,stable-isotope mechanistic analysis,direct/mechanistic,,,S003,144
M4-FUNG-0574:C003,M4-FUNG-0574,C003,Stable-isotope biotransformation supports talarodiene as a biosynthetic precursor of talaronoid C.,tracer feeding/biotransformation,direct pathway link,,,S003,145
M4-FUNG-0574:C004,M4-FUNG-0574,C004,The downstream tailoring route from talarodiene to talaronoid C is not fully enzyme-resolved.,evidence-gap audit,inference,,,S003,146
M4-FUNG-0575:C001,M4-FUNG-0575,C001,MpcA expression correlates with malpicyclin A-F production under LB plus fructose conditions.,qRT-PCR + metabolite profiling,direct correlation,,,S003,143
M4-FUNG-0575:C002,M4-FUNG-0575,C002,Recombinant MpcA adenylation domains support predicted module-specific amino-acid substrate preferences.,isolated-domain biochemical assays,direct domain-level,,,S003,144
M4-FUNG-0575:C003,M4-FUNG-0575,C003,"Malpicyclins A-D were structurally characterized more completely than E-F, which remain primarily HRMS/MS-supported congeners.",NMR/Marfey versus HRMS evidence tier,direct evidence audit,,,S003,145
M4-FUNG-0575:C004,M4-FUNG-0575,C004,"Malpicyclins A-D show moderate antibacterial activity against tested Gram-positive bacteria, with MICs spanning 97.3-357.8 uM.",bioactivity assay,direct,,,S003,146
M4-FUNG-0575:C005,M4-FUNG-0575,C005,"No native MpcA whole-gene knockout was reported, so pathway attribution remains high rather than knockout-grade.",evidence-gap audit,inference,,,S003,147
M4-FUNG-0576:C001,M4-FUNG-0576,C001,NRPS4 overexpression induces fusahexin production in F. graminearum PH-1.,genetic activation + metabolite isolation,direct,,,S003,143
M4-FUNG-0576:C002,M4-FUNG-0576,C002,"Fusahexin is a cyclic hexapeptide with an unusual ether bond linking Pro Cdelta to the preceding Thr Cbeta, forming an oxazine ring.",NMR/structure elucidation,direct,,,S003,144
M4-FUNG-0576:C003,M4-FUNG-0576,C003,The five-module architecture of NRPS4 is proposed to generate the six-residue product by iterative use of the terminal module for two leucines.,architecture-to-product inference,inferred,,,S003,145
M4-FUNG-0576:C004,M4-FUNG-0576,C004,"The adjacent ABC transporter is cluster-associated, but its specific role in fusahexin biosynthesis/export was not directly established in the defining product study.",cluster annotation/evidence-gap audit,inferred/uncertain,,,S003,146
M4-FUNG-0576:C005,M4-FUNG-0576,C005,"MIBiG marks the physical record partial, while the NRPS4-to-fusahexin causal assignment is strong.",database/evidence comparison,inference,,,S001;S003,147
M4-FUNG-0577:C001,M4-FUNG-0577,C001,Heterologous expression of the four-gene A. ruber cluster in A. nidulans yields echinulin and neoechinulin A as major products.,heterologous reconstruction + chemical analysis,direct,,,S003,141
M4-FUNG-0577:C002,M4-FUNG-0577,C002,EchPT1 catalyzes the first reverse C2 prenylation of cyclo-L-Trp-L-Ala to preechinulin.,purified enzyme assay + NMR/MS,direct,,,S004,142
M4-FUNG-0577:C003,M4-FUNG-0577,C003,EchPT2 catalyzes consecutive further prenylations and is a major generator of echinulin-family structural diversity.,purified enzyme assays + native extract confirmation,direct,,,S004,143
M4-FUNG-0577:C004,M4-FUNG-0577,C004,EchP450 introduces only the C10-C11 double bond and therefore does not explain the second double bond of neoechinulin B-series products.,feeding experiments,direct,,,S003,144
M4-FUNG-0577:C005,M4-FUNG-0577,C005,"Preechinulin is a branching substrate: EchPT2 favors the saturated substrate, while EchP450 can divert it toward neoechinulin A followed by lower-regioselectivity prenylation.",coincubation/substrate-concentration assays + feeding,direct,,,S003,145
M4-FUNG-0577:C006,M4-FUNG-0577,C006,The canonical record's QEN-0407-G2 label and taxon/reference-genome mapping to CBS 135680 represent a provenance mismatch that should not be collapsed into strain-specific direct genomic evidence.,database/literature comparison,inference,,,S001;S003;S004;S005,146
M4-FUNG-0578:C001,M4-FUNG-0578,C001,Heterologous expression of the A. ustus ucd BGC produces new p-terphenyl derivatives and links the locus causally to the uscandidusin pathway.,heterologous reconstruction + metabolite analysis,direct,,,S003,141
M4-FUNG-0578:C002,M4-FUNG-0578,C002,"Gene-deletion experiments support atromentin formation, reductive dehydration, O-methylation and prenylation as sequential pathway events.",gene deletion + intermediate isolation,direct/mixed,,,S003,142
M4-FUNG-0578:C003,M4-FUNG-0578,C003,Dibenzofuran formation yielding uscandidusin products occurs spontaneously from usterphenyllin-type precursors.,chemical conversion experiments,direct,,,S003,143
M4-FUNG-0578:C004,M4-FUNG-0578,C004,Recombinant UcdE directly prenylates dihydroxyterphenyllin and strongly favors substrates bearing an ortho-dihydroxyphenyl motif.,purified enzyme assay + product analysis,direct,,,S004,144
M4-FUNG-0578:C005,M4-FUNG-0578,C005,UcdB is proposed to catalyze reductive dehydration of atromentin; this assignment is supported genetically/pathway-wise but is less directly biochemically resolved than UcdE.,gene deletion/pathway inference + mechanistic comparison,inferred/partly direct,,,S003;S004,145
M4-FUNG-0578:C006,M4-FUNG-0578,C006,The canonical MIBiG class label should be retained as provenance while the mechanistic pathway is described as an NRPS-like atromentin/p-terphenyl programme.,database-literature reconciliation,inference,,,S001;S003,146
M4-FUNG-0579:C001,M4-FUNG-0579,C001,Heterologous expression of the four-gene pbo cluster in A. nidulans establishes responsibility for (-)-protubonine B formation.,heterologous reconstruction,direct,,,S003,141
M4-FUNG-0579:C002,M4-FUNG-0579,C002,Gene deletions and isolated intermediates confirm the major biosynthetic sequence.,gene deletion + structural elucidation,direct,,,S003,142
M4-FUNG-0579:C003,M4-FUNG-0579,C003,The recombinant flavin-dependent oxygenase performs stereospecific indole hydroxylation accompanied by pyrrolidine-ring formation.,in vitro recombinant enzyme assay,direct,,,S003,143
M4-FUNG-0579:C004,M4-FUNG-0579,C004,The experimentally sufficient four-gene locus is narrower than the broader region retained by database provenance.,database/primary-study boundary comparison,inference,,,S001;S002;S003,144
M4-FUNG-0579:C005,M4-FUNG-0579,C005,Standalone catalytic evidence is strongest for the flavin oxygenase; NRPS and acetyltransferase roles should not be represented as equivalently purified-enzyme proven.,evidence-gradient audit,inference,,,S003,145
M4-FUNG-0580:C001,M4-FUNG-0580,C001,"The pba locus is causally linked to penindolene biosynthesis by heterologous expression, in vitro enzymology and CRISPR/Cas9 gene inactivation.",orthogonal genetic/biochemical evidence,direct,,,S003,141
M4-FUNG-0580:C002,M4-FUNG-0580,C002,PbaC decarboxylates L-tryptophan to tryptamine.,heterologous/in vitro enzymology,direct,,,S003,142
M4-FUNG-0580:C003,M4-FUNG-0580,C003,"PbaE prenylates tryptamine, and PbaD catalyzes an unusual secondary amide-forming condensation with L-glutamate.",in vitro enzymology,direct,,,S003,143
M4-FUNG-0580:C004,M4-FUNG-0580,C004,PbaB catalyzes oxidative C2-C3 cleavage of the indole ring to produce two keto groups.,heterologous/in vitro enzymology,direct,,,S003,144
M4-FUNG-0580:C005,M4-FUNG-0580,C005,L-glutamic-acid feeding facilitated native product isolation but does not establish a natural ecological activation cue.,experimental-context interpretation,inference,,,S003,145
M4-FUNG-0580:C006,M4-FUNG-0580,C006,Antimicrobial and acetylcholinesterase-inhibitory activities were measured for the resolved penindolene stereoisomers.,bioactivity assays,direct,,,S003,146
M4-FUNG-0581:C001,M4-FUNG-0581,C001,Heterologous expression of the pho gene set reconstructs the phomoxanthone A pathway.,heterologous pathway reconstruction,direct,,,S003,147
M4-FUNG-0581:C002,M4-FUNG-0581,C002,"PhoCDEFGHK generate chrysophanol, which is processed by PhoBJKLMNP to penexanthone B.",combinatorial heterologous expression,direct/pathway-level,,,S003,148
M4-FUNG-0581:C003,M4-FUNG-0581,C003,A feeding experiment suggests PhoO catalyzes regioselective oxidative para-para coupling of penexanthone B to phomoxanthone A.,feeding experiment,inferred,,,S003,149
M4-FUNG-0581:C004,M4-FUNG-0581,C004,"Native deletion of phoE eliminates phomoxanthone A production, independently confirming an essential role for the PKS in the native producer.",native gene knockout + metabolite profiling,direct,,,S004,150
